,INSTNM,CITY,STABBR,ZIP,ACCREDAGENCY,INSTURL,PREDDEG,HIGHDEG,latitude,longitude,HBCU,MENONLY,WOMENONLY,ADM_RATE,ACTCMMID,SAT_AVG,Agriculture,Natural Resources,Architecture,Ethnic and Gender Studies,Communication Journalism,Communication Technologies,Computer and Info Sciences,Personal and Culinary Services,Education,Engineering,Engineering Technologies and Related Fields,"Foreign Languages, Literatures, and Linguistics",Consumer Science/Human Sciences,Legal Proffessions and Studies,English Lang/Lit,"Liberal Arts Sciences, General Studies, Humanities",Library Science,Bio-Med/Biology,Math/Stats,Military Technologies and Applied Sciences,Multi-Interdisciplinary Studies,Fitness Studies,Philosophy and Religious Studies,Theology and Religious Vocations,Physical Sciences,Science Technology / Technicians,Psychology,"Homeland Security, Homeland Security, Protective Services",Public Administration and Social Service,Social Sciences,Construction Trades,Mechanic Repair Technology/Technicians,Precision Production,Transportation and Materials Moving,Visual and Performing Arts,Health Professions and Related Programs,Business Management Marketing,History,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,CURROPER,COSTT4_A,TUITIONFEE_IN,TUITIONFEE_OUT,TUITFTE,PCTFLOAN,BOOKSUPPLY,ROOMBOARD_ON,OTHEREXPENSE_ON,ROOMBOARD_OFF,OTHEREXPENSE_OFF
2178,Le Moyne College,Syracuse,NY,13214-1301,Middle States Commission on Higher Education,www.lemoyne.edu/,3,4,43.049192,-76.090435,0,0,0,0.7362,25,1186,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,2642,0.7646,0.0621,0.0678,0.0344,0.0023,0.0004,0.031,0.014,0.0235,0.0977,1,48188,35230,35230,15799,0.5945,1300,14120,1390,14120,1390
2179,Long Island University,Brookville,NY,11548-1327,Middle States Commission on Higher Education,www.liu.edu/,3,4,40.820714,-73.593678,0,0,0,0.8009,25,1192,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,6164,0.3772,0.14,0.1392,0.1149,0.0036,0.0016,0.0224,0.0368,0.1643,0.1022,1,49964,38368,38368,24793,0.3495,2000,14350,2500,25000,2500
2184,Manhattan College,Riverdale,NY,10471-4098,Middle States Commission on Higher Education,www.manhattan.edu/,3,4,40.889756,-73.901893,0,0,0,0.7362,26,1178,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,3543,0.5436,0.0519,0.2354,0.0406,0.0011,0.0003,0.0223,0.0361,0.0686,0.0502,1,55655,44560,44560,23101,0.5584,1200,16870,2100,16870,2400
2190,Marymount Manhattan College,New York,NY,10021-4597,Middle States Commission on Higher Education,www.mmm.edu/,3,3,40.768787,-73.959767,0,0,0,0.7955,24,1110,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1843,0.561,0.1009,0.1742,0.032,0.0016,0.0005,0.0494,0.0304,0.0499,0.1053,1,56343,35628,35628,24494,0.6457,1000,18422,6500,12500,6500
2194,Mercy College,Dobbs Ferry,NY,10522,Middle States Commission on Higher Education,https://www.mercy.edu/,3,4,41.021626,-73.874447,0,0,0,0.8162,21,988,0,0,0,0,1,0,2,0,0,0,0,1,0,1,2,1,0,1,2,0,0,1,0,0,0,0,2,2,1,2,0,0,0,0,1,2,2,1,7213,0.1683,0.2697,0.4004,0.0402,0.0033,0.0024,0.013,0.0093,0.0934,0.1406,1,29324,19594,19594,15289,0.5455,1620,14400,3254,8622,3584
2204,Molloy College,Rockville Centre,NY,11571-5002,Middle States Commission on Higher Education,www.molloy.edu/,3,4,40.685941,-73.626183,0,0,0,0.7796,25,1162,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,2,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,2,1,1,3426,0.5978,0.0905,0.1859,0.0814,0.0026,0.0023,0.019,0.0053,0.0152,0.1894,1,45672,32600,32600,24251,0.6566,1470,15560,3864,9436,9804
2207,Mount Saint Mary College,Newburgh,NY,12550,Middle States Commission on Higher Education,www.msmc.edu/,3,4,41.513872,-74.012655,0,0,0,0.9381,22,1072,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1870,0.5701,0.0759,0.177,0.0209,0.0043,0,0.0134,0.0032,0.1353,0.1465,1,45762,32772,32772,18117,0.8424,1300,15864,1550,12028,2100
2209,College of Mount Saint Vincent,Bronx,NY,10471-1093,Middle States Commission on Higher Education,www.mountsaintvincent.edu/,3,4,40.913657,-73.908887,0,0,0,0.9217,21,1015,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1841,0.2211,0.1809,0.4335,0.0733,0.0005,0.0005,0.0353,0.0092,0.0456,0.031,1,48313,40980,40980,19184,0.7561,1185,11000,2200,13380,2200
2214,The New School,New York,NY,10011-8871,Middle States Commission on Higher Education,https://www.newschool.edu/,3,4,40.735508,-73.997114,0,0,0,0.5734,28,1275,0,1,1,0,2,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,7284,0.3343,0.0443,0.1189,0.1068,0.0014,0.001,0.0437,0.3125,0.0372,0.0859,1,69260,50994,50994,31536,0.2971,1692,18700,2010,14500,2010
2221,New York University,New York,NY,10012-1091,Middle States Commission on Higher Education,www.nyu.edu/,3,4,40.729452,-73.997264,0,0,0,0.162,32,1443,0,0,0,1,1,1,2,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,2,0,0,0,0,1,1,2,1,26613,0.2545,0.0793,0.1597,0.186,0.0015,0.0013,0.0429,0.2214,0.0534,0.0345,1,71467,53308,53308,39072,0.2923,752,18684,2758,18684,2758
2223,Niagara University,Niagara University,NY,14109,Middle States Commission on Higher Education,www.niagara.edu/,3,4,43.137279,-79.036689,0,0,0,0.8921,24,1136,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,2747,0.6596,0.0542,0.0459,0.0142,0.0058,0.0011,0.0262,0.1664,0.0266,0.0357,1,47709,34510,34510,13737,0.6033,1250,11700,2200,9400,5450
2227,New York Institute of Technology,Old Westbury,NY,11568-8000,Middle States Commission on Higher Education,www.nyit.edu/,3,4,40.812447,-73.6078,0,0,0,0.678,26,1191,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,3642,0.2603,0.0975,0.1875,0.1908,0.0027,0.0036,0.0511,0.1505,0.056,0.0788,1,48924,38010,38010,35506,0.4962,1104,17485,3354,14592,4664
2229,Nyack College,New York,NY,10004,Middle States Commission on Higher Education,www.nyack.edu/consumerinfo,3,4,40.705798,-74.015605,0,0,0,0.9776,20,956,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,2,1,1014,0.1529,0.2988,0.3343,0.0602,0.0089,0.003,0.0325,0.0759,0.0335,0.1716,1,38689,25500,25500,12417,0.6557,1000,10000,5115,10000,6215
2234,Pace University,New York,NY,10038-1598,Middle States Commission on Higher Education,www.pace.edu/,3,4,40.711014,-74.004719,0,0,0,0.7871,24,1150,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,2,1,8233,0.49,0.1013,0.1411,0.0751,0.0029,0.0012,0.0443,0.0956,0.0485,0.0533,1,62268,46446,46446,21161,0.5079,800,19148,1858,20618,2608
2239,Pratt Institute-Main,Brooklyn,NY,11205,Middle States Commission on Higher Education,www.pratt.edu/,3,4,40.691297,-73.96431,0,0,0,0.555,27,1273,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3638,0.356,0.0371,0.0979,0.1322,0.0008,0.0005,0.0341,0.3321,0.0093,0.0245,1,67703,53824,53824,34948,0.3973,1750,13294,1500,16502,3000
2246,Roberts Wesleyan College,Rochester,NY,14624,Middle States Commission on Higher Education,www.roberts.edu/,3,4,43.125755,-77.798498,0,0,0,0.6658,23,1143,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,2,2,1,1255,0.7291,0.0892,0.0661,0.0199,0.0024,0.0024,0.043,0.047,0.0008,0.0629,1,44599,32494,32494,15239,0.6442,1100,10898,2868,7598,3194
2247,Rochester Institute of Technology,Rochester,NY,14623-5603,Middle States Commission on Higher Education,www.rit.edu/,3,4,43.084188,-77.67386,0,0,0,0.7073,30,1328,0,1,0,0,1,1,1,0,0,2,1,1,1,0,0,2,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,2,0,12623,0.6529,0.0435,0.0806,0.1023,0.0012,0.0004,0.041,0.063,0.0151,0.0311,1,56977,45890,45890,22947,0.5993,1098,13540,946,13540,946
2254,St Bonaventure University,Saint Bonaventure,NY,14778-9800,Middle States Commission on Higher Education,www.sbu.edu/,3,4,42.080191,-78.481107,0,0,0,0.7502,23,1135,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1787,0.7403,0.0582,0.0683,0.0358,0.005,0.0011,0.0213,0.0325,0.0375,0.0123,1,48956,35431,35431,13710,0.8032,800,13120,1400,13120,1700
2255,St Francis College,Brooklyn Heights,NY,11201-4305,Middle States Commission on Higher Education,www.sfc.edu/,3,4,40.693228,-73.992164,0,0,0,0.7812,21,1027,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,2495,0.2994,0.2148,0.2669,0.0481,0.004,0.0156,0.0337,0.0782,0.0393,0.0485,1,31266,26298,26298,13713,0.4206,1000,17200,3000,17200,7200
2257,St Lawrence University,Canton,NY,13617,Middle States Commission on Higher Education,www.stlawu.edu/,3,4,44.589879,-75.161343,0,0,0,0.4241,29,1281,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,2360,0.7703,0.039,0.0525,0.0165,0.0021,0,0.0169,0.0953,0.0072,0.0004,1,70630,56765,56765,24310,0.5555,750,14630,900,6750,900
2259,St. Thomas Aquinas College,Sparkill,NY,10976-1050,Middle States Commission on Higher Education,www.stac.edu/,3,4,41.041576,-73.936799,0,0,0,0.8058,20,1028,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1148,0.4983,0.1115,0.2352,0.0253,0.0017,0,0.0148,0.0636,0.0497,0.0331,1,45850,33050,33050,14031,0.3673,1250,13650,2860,6000,2900
2261,Sarah Lawrence College,Bronxville,NY,10708,Middle States Commission on Higher Education,www.sarahlawrence.edu/,3,4,40.9355,-73.843727,0,0,0,0.531,30,1344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1364,0.61,0.0418,0.0909,0.0462,0.0007,0,0.0506,0.1136,0.0462,0.0073,1,72469,57520,57520,29989,0.5021,600,15820,800,15820,800
2270,Saint John Fisher College,Rochester,NY,14618-3597,Middle States Commission on Higher Education,https://www.sjfc.edu/,3,4,43.116259,-77.513056,0,0,0,0.6449,24,1166,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,2,1,1,2639,0.8412,0.0405,0.0531,0.0311,0.003,0,0.0178,0.0015,0.0117,0.0394,1,48077,35150,35150,21538,0.7204,1100,12650,1400,12650,1500
2272,St. John's University-New York,Queens,NY,11439,Middle States Commission on Higher Education,www.stjohns.edu/,3,4,40.722523,-73.796104,0,0,0,0.7234,26,1202,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,2,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,11689,0.4174,0.1428,0.1458,0.1592,0.0042,0.0018,0.0514,0.0451,0.0323,0.019,1,54012,43000,43000,20947,0.3684,656,17290,2160,13750,2160
2275,SUNY College of Technology at Canton,Canton,NY,13617-1098,Middle States Commission on Higher Education,www.canton.edu/,3,3,44.604096,-75.182906,0,0,0,0.8462,21,1022,0,1,0,0,1,0,1,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,2,2,0,3141,0.6578,0.1331,0.113,0.0131,0.0156,0.0003,0.0264,0.0159,0.0248,0.114,1,22610,8650,12580,4419,0.7242,1300,13304,2030,13304,3652
2277,SUNY College of Agriculture and Technology at Cobleskill,Cobleskill,NY,12043,Middle States Commission on Higher Education,www.cobleskill.edu/,3,3,42.672534,-74.498258,0,0,0,0.5372,21,1007,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,2198,0.6956,0.1142,0.1156,0.0159,0.0036,0.0005,0.0318,0.0132,0.0096,0.051,1,24891,8884,18794,4819,0.5931,1200,13750,2903,13750,2903
2278,Farmingdale State College,Farmingdale,NY,11735-1021,Middle States Commission on Higher Education,www.farmingdale.edu/,3,4,40.754224,-73.42832,0,0,0,0.5489,22,1076,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,2,1,0,9400,0.5263,0.0948,0.2332,0.0943,0.0023,0.0016,0.0267,0.0173,0.0035,0.1845,1,16113,8538,18448,5506,0.2924,1300,13318,2000,14193,3150
2280,SUNY at Albany,Albany,NY,12222,Middle States Commission on Higher Education,www.albany.edu/,3,4,42.685489,-73.824662,0,0,0,0.5425,25,1177,0,0,0,1,1,0,2,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,13153,0.4356,0.1921,0.1765,0.0854,0.0022,0.0008,0.0363,0.0499,0.0213,0.046,1,26090,10176,27766,7061,0.5729,1000,14240,1720,9994,2120
2281,Binghamton University,Vestal,NY,13850-6000,Middle States Commission on Higher Education,www.binghamton.edu/,3,4,42.087868,-75.966889,0,0,0,0.4053,31,1370,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,14156,0.5795,0.0468,0.1194,0.1468,0.0005,0.0003,0.0288,0.065,0.0131,0.022,1,26712,10201,27791,8348,0.4346,1000,16068,1000,16068,1000
2282,University at Buffalo,Buffalo,NY,14260-1660,Middle States Commission on Higher Education,www.buffalo.edu/,3,4,43.000942,-78.789458,0,0,0,0.6108,27,1254,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,2,1,1,21760,0.4754,0.084,0.0731,0.1547,0.0035,0.0007,0.0222,0.1403,0.046,0.0637,1,26035,10524,28194,9530,0.4684,1203,14134,2805,14134,2805
2283,Stony Brook University,Stony Brook,NY,11794-0701,Middle States Commission on Higher Education,https://www.stonybrook.edu/,3,4,40.91476,-73.12046,0,0,0,0.4415,29,1337,0,1,1,1,1,0,1,0,1,2,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,17767,0.3029,0.0683,0.127,0.2716,0.0006,0.0006,0.0262,0.1392,0.0637,0.0669,1,25177,10175,27845,10525,0.365,900,14278,1868,14151,5336
2284,SUNY College of Environmental Science and Forestry,Syracuse,NY,13210,Middle States Commission on Higher Education,www.esf.edu/,3,4,43.034765,-76.138724,0,0,0,0.6954,26,1217,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1810,0.7785,0.0193,0.0613,0.037,0.0022,0.0011,0.0271,0.0287,0.0448,0.0348,1,27820,9130,19040,6237,0.4696,1200,18300,1050,10180,1050
2285,SUNY Polytechnic Institute,Utica,NY,13502,Middle States Commission on Higher Education,www.sunypoly.edu/,3,4,43.137701,-75.229841,0,0,0,0.6902,25,1182,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,2077,0.7106,0.0717,0.0847,0.0823,0.0024,0.0029,0.0265,0.0164,0.0024,0.0847,1,22001,8503,18413,5406,0.4681,1400,13018,2000,14025,2500
2286,SUNY Brockport,Brockport,NY,14420-2919,Middle States Commission on Higher Education,https://www.brockport.edu/,3,4,43.211926,-77.947188,0,0,0,0.5474,22,1101,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,2,1,6624,0.6958,0.1155,0.0796,0.022,0.0015,0.0006,0.0272,0.0075,0.0503,0.1002,1,23256,8680,18590,5443,0.6637,1016,13774,1912,10262,2868
2287,SUNY Buffalo State,Buffalo,NY,14222,Middle States Commission on Higher Education,suny.buffalostate.edu/,3,4,42.933832,-78.882125,0,0,0,0.6701,21,989,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,7501,0.4482,0.317,0.1353,0.0447,0.0036,0.0007,0.0384,0.0107,0.0015,0.0824,1,21764,8472,18182,4320,0.6024,1038,14220,3788,14220,4278
2288,SUNY Cortland,Cortland,NY,13045-0900,Middle States Commission on Higher Education,www2.cortland.edu/,3,4,42.598022,-76.188655,0,0,0,0.4604,24,1162,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,6281,0.7214,0.0632,0.1337,0.0124,0.0022,0.0005,0.022,0.0059,0.0387,0.0177,1,25026,8806,18716,5829,0.6634,1000,13100,2838,13100,2838
2289,SUNY at Fredonia,Fredonia,NY,14063-1136,Middle States Commission on Higher Education,www.fredonia.edu/,3,4,42.452236,-79.337375,0,0,0,0.7112,22,1099,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,4194,0.7153,0.0906,0.1023,0.0176,0.0062,0.0005,0.0331,0.0193,0.015,0.016,1,23420,8717,18627,4683,0.7095,1200,12830,1222,12830,1222
2290,SUNY College at Geneseo,Geneseo,NY,14454-1465,Middle States Commission on Higher Education,www.geneseo.edu/,3,4,42.796645,-77.821894,0,0,0,0.6547,26,1217,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,5269,0.7738,0.03,0.0843,0.0488,0.0008,0.0013,0.0247,0.0112,0.0252,0.0258,1,25612,8927,18837,5719,0.5074,1000,14018,2509,12906,2509
2291,State University of New York at New Paltz,New Paltz,NY,12561-2443,Middle States Commission on Higher Education,www.newpaltz.edu/,3,4,41.740936,-74.082188,0,0,0,0.4518,26,1192,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,6672,0.5926,0.0629,0.2136,0.0526,0.0007,0.001,0.028,0.0207,0.0277,0.0573,1,25247,8502,18412,5909,0.5211,1500,13928,2300,13928,2300
2292,SUNY Oneonta,Oneonta,NY,13820-4015,Middle States Commission on Higher Education,https://suny.oneonta.edu/,3,4,42.468861,-75.063632,0,0,0,0.5604,24,1094,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,6046,0.7029,0.0495,0.1558,0.0202,0.0069,0.0007,0.0208,0.0051,0.038,0.0179,1,24862,8740,18650,5393,0.5959,1200,13640,2202,13640,2402
2293,SUNY College at Oswego,Oswego,NY,13126,Middle States Commission on Higher Education,https://www.oswego.edu/,3,4,43.454287,-76.540798,0,0,0,0.5405,24,1158,0,0,0,1,2,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,2,0,1,0,0,0,0,1,0,1,1,6881,0.6814,0.1038,0.1276,0.0244,0.0036,0.0003,0.0328,0.0256,0.0004,0.0465,1,24393,8717,18627,5640,0.6516,1000,14290,1500,14290,1600
2295,SUNY at Purchase College,Purchase,NY,10577-1400,Middle States Commission on Higher Education,www.purchase.edu/,3,4,41.047223,-73.701955,0,0,0,0.5151,27,1180,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,3967,0.5097,0.1228,0.2501,0.0439,0.0018,0.0018,0.0494,0.0159,0.0048,0.0681,1,26982,8923,18833,6587,0.5063,1240,14548,3280,14548,3920
2298,SUNY College at Plattsburgh,Plattsburgh,NY,12901-2681,Middle States Commission on Higher Education,www.plattsburgh.edu/,3,4,44.69293,-73.466536,0,0,0,0.5848,22,1086,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,2,2,1,4794,0.6285,0.1014,0.1245,0.0261,0.0054,0.0015,0.0163,0.062,0.0344,0.0809,1,24430,8872,18782,5736,0.6166,1320,13720,2750,13720,2750
2301,SUNY Maritime College,Throggs Neck,NY,10465-4198,Middle States Commission on Higher Education,www.sunymaritime.edu/,3,4,40.807217,-73.795309,0,0,0,0.7362,25,1184,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1510,0.6722,0.0503,0.1675,0.0437,0.0007,0,0.0238,0.0132,0.0285,0.0298,1,25905,8508,18418,8653,0.4981,1500,13256,3600,13256,3600
2304,Syracuse University,Syracuse,NY,13244,Middle States Commission on Higher Education,https://www.syracuse.edu/,3,4,43.040176,-76.136975,0,0,0,0.4438,28,1291,0,1,1,1,1,1,2,0,1,2,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,2,1,0,0,0,0,1,1,2,1,14854,0.5604,0.065,0.0954,0.0646,0.0057,0.0007,0.0339,0.1459,0.0285,0.0281,1,70390,53849,53849,27650,0.4203,1536,15910,1774,15910,1774
2314,Union College,Schenectady,NY,12308-2311,Middle States Commission on Higher Education,www.union.edu/,3,3,42.818097,-73.928788,0,0,0,0.4292,30,1333,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,2161,0.6839,0.0375,0.0893,0.056,0.0005,0,0.0329,0.0986,0.0014,0.0019,1,70799,57324,57324,33534,0.4599,1500,14061,525,10614,525
2320,Vassar College,Poughkeepsie,NY,12604,Middle States Commission on Higher Education,www.vassar.edu/,3,3,41.686895,-73.895088,0,0,0,0.2374,33,1452,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,2421,0.5506,0.0372,0.1107,0.1185,0.0004,0,0.0892,0.09,0.0033,0.0017,1,72724,58770,58770,36485,0.4137,900,14220,1350,14720,1350
2322,School of Visual Arts,New York,NY,10010,Middle States Commission on Higher Education,www.sva.edu/,3,4,40.738809,-73.982359,0,0,0,0.7113,24,1211,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3852,0.1965,0.0353,0.0999,0.1436,0,0,0,0.5057,0.019,0.0228,1,62558,41900,41900,37950,0.3271,1868,21200,4900,21200,4900
2325,Wells College,Aurora,NY,13026-0500,Middle States Commission on Higher Education,www.wells.edu/,3,3,42.742943,-76.696028,0,0,0,0.8317,20,1084,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,413,0.6126,0.1283,0.1646,0.0194,0.0073,0,0.0315,0.0169,0.0194,0.0073,1,56464,30900,30900,12276,0.8535,1050,14100,800,14500,800
2334,Yeshiva University,New York,NY,10033-3299,Middle States Commission on Higher Education,www.yu.edu/,3,4,40.850605,-73.929873,0,0,0,0.5536,27,1278,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,2712,0.9218,0,0.0011,0,0,0,0.0011,0.066,0.01,0.0254,1,62075,44900,44900,18029,0.2394,1250,12500,5400,13283,5400
2339,Appalachian State University,Boone,NC,28608,Southern Association of Colleges and Schools Commission on Colleges,www.appstate.edu/,3,4,36.215536,-81.680583,0,0,0,0.7681,25,1202,1,1,1,1,2,1,1,0,2,0,1,1,2,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,2,2,1,17401,0.8201,0.0354,0.0717,0.0161,0.0027,0.0004,0.0413,0.0041,0.0082,0.0485,1,19158,7409,22216,6806,0.4739,700,8826,2780,9508,3480
2341,Barton College,Wilson,NC,27893-7000,Southern Association of Colleges and Schools Commission on Colleges,https://www.barton.edu/,3,4,35.734376,-77.913867,0,0,0,0.4529,20,1042,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,2,2,1,1032,0.5688,0.2171,0.0766,0.0116,0.0078,0.001,0.0339,0.0601,0.0233,0.0407,1,45505,31732,31732,13595,0.7592,1200,10422,4400,10422,4400
2343,Belmont Abbey College,Belmont,NC,28012-1802,Southern Association of Colleges and Schools Commission on Colleges,www.belmontabbeycollege.edu/,3,3,35.260651,-81.041315,0,0,0,0.8065,23,1112,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1436,0.6107,0.1337,0.0153,0.0181,0.0097,0,0.0021,0.0258,0.1845,0.0355,1,31727,18500,18500,10175,0.5925,1200,10386,2900,8000,3900
2351,Campbell University,Buies Creek,NC,27506,Southern Association of Colleges and Schools Commission on Colleges,https://www.campbell.edu/,3,4,35.409149,-78.738238,0,0,0,0.777,23,1132,0,0,0,0,1,0,2,0,2,1,0,1,0,0,1,2,0,1,1,0,0,1,2,1,1,2,2,2,1,1,0,0,0,0,1,2,2,1,3948,0.5843,0.1502,0.0975,0.0241,0.0038,0.0023,0.0522,0.02,0.0656,0.1755,1,48968,34630,34630,15697,0.4922,1600,12190,4000,12190,4000
